PATH	DURATION	GROUNDTRUTH	GREEDY
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90091/IISc_RESPIN_te_D1_90091_522001_M_BANK_904197_90004800.wav	4.81	చిలకడదుంపని అన్ని రకాల నేలల్లోనూ సాగు జేత్తారు , ముక్కెంగా సరిపడా నీళ్లుంటే చాలు	చిలకడ దుంప నేలలో సాగు జేత్తారు , ఆకులు ముఖ్యంగా సరిపడాను ఎట్టే నీళ్ళుంటే చారు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90091/IISc_RESPIN_te_D1_90091_522001_M_BANK_904652_90004871.wav	4.22	నేను నా ఖాతానుండి నా సోదరునికి పైకం ఎలా పంపాలి ?	ఏడు నా ఖాతా నుండి నా సూడడానికి పైకం ఎలా పంపాలి ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90091/IISc_RESPIN_te_D1_90091_522001_M_BANK_904694_90005197.wav	2.72	చానా మంది రైతులకు పంట మార్పిడి గురించి ఆలోచన లేకపోడంతో తెలియకుండా నష్టబోతన్నారు	శ్యానా మంది రైతులకు పంట మార్కె గురించి ఆలోచిన లేకపోవడంతో క్రెడిట్ ఉన్న ప్రభుత్వం ఏమేం ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90166/IISc_RESPIN_te_D1_90166_522616_F_AGRI_900655_90005565.wav	6.65	ఆదాయాన్ని బట్టి ఎవ్వరైనా సరే ప్రభుత్వానికి పన్ను చెల్లించాల్సిందే	ఆదాయాన్ని బట్టి ఎవరైనా సరే తవుపాడు చెయ్యించాల్సిందే
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90088/IISc_RESPIN_te_D1_90088_522001_M_AGRI_900654_90005900.wav	8.73	క్రెడిట్ కార్డు పైన యీ నెల ఎంత ఈఎంఐ ఉన్నదో చూసుకోవాలి కట్టాల్సిన తేదీ దగ్గరకొస్తున్నది	క్రెడిట్ కార్డుపైన ఎంత వ్యక్తులు కూడా పెరిగిపోయాయి అట్టటి దగ్గరకుస్తున్నాది
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90088/IISc_RESPIN_te_D1_90088_522001_M_BANK_902712_90005907.wav	7.65	షేర్ మార్కెట్టులో డబ్బు పెట్టాలంటే ముందుగా కంపెనీ ఫండమెంటల్స్ బాగా చదవాల	షేర్ మార్కెట్టులో డబ్బు పెట్టారటే ముందుగా అమ్మినొంటికి బాగా చెదవాలా
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90088/IISc_RESPIN_te_D1_90088_522001_M_AGRI_901697_90006757.wav	7.69	సోంపు గింజలు రిఫ్రెష్మెంట్ ప్రయోజనాల కోసం మాత్రమే కాకుండా ఔషధ ప్రయోజనాలతో కూడుకొని ఉన్నాయి	ఫోన్ పే , గూగుల్ పే , రిజిస్ పేసినాడ కోసం మాత్రమె కాకుండా అవసరీధు నూనె మేముగా కూడుకుని ఉన్నాయి
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90088/IISc_RESPIN_te_D1_90088_522001_M_BANK_902193_90006760.wav	7.67	నా కరెంటు బిల్లు ఎలా చెల్లించాలి ?	నా ఖరీఫ్ బిల్లులు ఎలా చెక్ చాలి ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90088/IISc_RESPIN_te_D1_90088_522001_M_BANK_900254_90006772.wav	5.41	డెబిట్ కార్డుని బ్లాకు చేయడమనేది నెట్ బ్యాంకింగ్ ద్వారా కూడా చేయవచ్చు	డెబిట్ కార్డుని బ్లాకు చేయడమనేది రింగ్ ద్వారా కూడా చేయవచ్చు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90088/IISc_RESPIN_te_D1_90088_522001_M_AGRI_901487_90006781.wav	6.02	నా కుమార్తే పెళ్లికి ఋణం పొందాలంటే అవకాశం ఉందా ?	నాకు మార్కెట్ తెలిసి ఋణం పొందాలంటే అవకాశం ఉందా ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90088/IISc_RESPIN_te_D1_90088_522001_M_AGRI_901131_90006920.wav	9.8	వ్యవసాయ జంతువుల సప్లయ్ ఎలా జరుగుతుంది ?	వ్యవసాయ యంత్రాల సప్డై ఎలా జరుగుతుంది ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90174/IISc_RESPIN_te_D1_90174_522412_F_BANK_900537_90007468.wav	7.74	ఎర్ర నేలలో పండే పంటలు ?	ఎర్ర నేలలో పండే పంటలు ఏవెాము ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90068/IISc_RESPIN_te_D1_90068_524101_M_BANK_900045_90007718.wav	5.77	మూలధన మార్కెట్ ప్రాథమిక మార్కెట్ లేదా ద్వితీయ మార్కెట్ అవుతుంది	మూలధనం అర్థులకి మనకేట్ లేదా దుడ్డీ మార్కెట్ పడుతుంది
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90068/IISc_RESPIN_te_D1_90068_524101_M_BANK_919530_90007724.wav	7.91	కలుపు తీయుటకు ఉపయోగకర సామాగ్రి ఏమిటీ ?	పొదుపు జీవులకు ఉపయోగకరం ఏమిటి ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90088/IISc_RESPIN_te_D1_90088_522001_M_BANK_904494_90009113.wav	6.68	తప్పుడులెక్కలతో కట్టాల్సిన దానికన్నా తక్కువ మొత్తాన్ని పన్నుగా చెల్లించడం చట్టవిరుద్ధమే	తప్పులు ఎక్కడ తో కట్టాల్సిన ధాన్యపన్ను తప్పు మొత్తాన్ని పన్నుగా చెల్లించడం చట్టాల్లో చట్ట విలువ
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90088/IISc_RESPIN_te_D1_90088_522001_M_AGRI_903621_90009115.wav	4.41	సామాజిక సహాయం పథకాలు ఎలా నేను తనిఖీ చేయాలి ?	ఈ యాద్గి , ఫాహా , ఇంకొటకాలు ఎలా అనేవి తనిఖీ చెయ్యాలి ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90088/IISc_RESPIN_te_D1_90088_522001_M_BANK_904432_90009140.wav	7.03	రియల్ ఎస్టేట్ భూములంత స్పీడుగా వ్యవసాయ భూముల ధరలు పెరగవు	రిజిస్ట్రేట్ మూలధనం స్థిరగా నిర్వహిస్తాయి బుగ్రహ దిగంపు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90088/IISc_RESPIN_te_D1_90088_522001_M_AGRI_903522_90009303.wav	4.88	అంతర్గత రాబడి రేటు అనేది కంపెనీ యొక్క పెట్టుబడిలో నిజమైన వడ్డీ రేటును సూచిస్తది	అంతర ప్రార బడి రేటు అనేది కంపెనీ యొక్క పెట్టుబడుల మిషన్ ని గుడ్డీరేటును సూచిస్తుంది
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90088/IISc_RESPIN_te_D1_90088_522001_M_AGRI_903987_90010055.wav	3.5	ఖాతా తెరవడం కొరకు పరిచయము ఉన్నవారి సంతకం కావాలా ?	ఖాతా తెరవడం కొరకు పరిచయం ఉన్నవారి సంతకం కావాల
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90088/IISc_RESPIN_te_D1_90088_522001_M_AGRI_904003_90010058.wav	4.52	యూరియాని ఎలా తయారు చేస్తారు ?	యూపీఐ అని ఎలా తయారు చేత్తారు ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90088/IISc_RESPIN_te_D1_90088_522001_M_BANK_904251_90010101.wav	6.49	ఏటీఎం కార్డు పోయిన యెడల మనము నంబర్ను వెంటనే ఎలా బ్లాక్ చెయ్యాలి ?	ఏటిఎం కార్డు పోయిన మనం నెంబర్ను ఎంత నెట్ ఎలా బ్లాక్ చేయాలి ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90166/IISc_RESPIN_te_D1_90166_522616_F_BANK_902917_90011190.wav	6.65	రికరింగ్ డిపాజిట్ లో సేవ్ చేసుకున్న అమౌంట్ చాలా భద్రంగా ఉంటుందని బ్యాంకు మేనేజరు చెప్పారు	రికరింగ్ డిపాజిట్ సేసుకున్న ఏమౌన్నా చాలా పెద్ద నాకు బ్యాంకు బ్యాంకు మేనేజరు చెప్పేరు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90166/IISc_RESPIN_te_D1_90166_522616_F_AGRI_902833_90011219.wav	5.73	గుర్రం లేదా ఎద్దుల ద్వారా లాగగలిగే యూనిట్లను పేడ స్ప్రెడర్లని పిలుస్తారు	గృహం లేబా ఎత్తులో దారా ఆకు కలిగే లోన్ ఇట్లా చానా తేడానికి ఇస్తారు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90166/IISc_RESPIN_te_D1_90166_522616_F_BANK_919795_90013129.wav	5.48	యూపీఐ అనేది చెల్లింపు యాప్లలో డబ్బు బదిలీ కోసం రూపొందించిన బ్యాంకింగ్ సిస్టమ్	యూపీఐ అనేది చెల్లింపు యాప్ ల డబ్బు భద్రతను రూపొందించిన బ్యాంకింగ్ సేత్తాంది
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90166/IISc_RESPIN_te_D1_90166_522616_F_BANK_919807_90013139.wav	7.16	సాంకేతిక రంగంలో దేశాన్ని శక్తివంతం చెయ్యడం ద్వారా డిజిటల్ ఇండియాని సాధించొచ్చు	సాంకేతిక రంగంలో దేశాన్ని సెట్టు నుంచి అంత్యోదని సాధించో నిర్దిష్ట నించొచ్చు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90174/IISc_RESPIN_te_D1_90174_522412_F_BANK_902255_90013959.wav	4.93	బ్యాంకుల్ని రక్షించుకోడానికి స్ట్రాంగ్ రూముల్లో విలువైన వస్తువుల్ని ఉంచుతారు	బ్యాంకుల్ని దాచుకోడానికి స్టాండ్రు లో బుర్మన్ల వైన వస్తువులు నుంచి పాలు నుంచి పాము
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90143/IISc_RESPIN_te_D1_90143_522004_M_AGRI_903432_90014924.wav	6.53	రెయిన్వాటర్ హార్వెస్టింగ్ సిస్టమ్ అనేది పెద్ద స్థాయిలో జరిపే వ్యవసాయానికి ఉపయోగపడదు	గ్రీన్ హౌస్ గారు అరవై స్కీమ్ అనేది పెద్ద స్థాయిలో జరుగుతాయని గువ్వెయ్యి సారాన్ని గూడా ఉపయోగించండి
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90143/IISc_RESPIN_te_D1_90143_522004_M_AGRI_900654_90014964.wav	8.77	చానా మంది రైతులకు పంట మార్పిడి గురించి ఆలోచన లేకపోడంతో తెలియకుండా నష్టబోతన్నారు	శానా మంది రైతులకు పంటపై మార్పిడి గురించి ఆలోచనలే ఎక్కువగా నష్టం వత్తన్నారు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90143/IISc_RESPIN_te_D1_90143_522004_M_AGRI_900773_90015128.wav	6.81	నిద్ర సమస్యలను తగ్గించడానికి గసగసాల విత్తనాలను వాడమని డాక్టరు చెప్పారు	నిర్దిష్ట స్థలాలు తగ్గించడానికి గ్రేషన్ సాగు ఇత్తనాలను వాడమని డాక్టరీలో చెప్పేరు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90143/IISc_RESPIN_te_D1_90143_522004_M_BANK_900032_90015132.wav	8.21	క్రెడిట్ కార్డు పైన యీ నెల ఎంత ఈఎంఐ ఉన్నదో చూసుకోవాలి కట్టాల్సిన తేదీ దగ్గరకొస్తున్నది	క్రెడిట్ కార్డు పైన ఎంత ఈ నెల యంత్రం అన్నదో చూసుకోవాలి కట్టాల్సి విత్ డ్రా కస్టమర్ కొక్రెబ్ కొత్తన్నాది
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90143/IISc_RESPIN_te_D1_90143_522004_M_AGRI_904032_90015277.wav	5.55	వ్యవసాయ సామాగ్రి కొనగోలుకు ప్రభుత్వం నుంచి ఏదైన సబ్సిడీ వస్తుందా ?	వ్యవసాయ శామాజిక పథకం ద్వారా పెబుత్వ రంగం నుంచి ఏదైనా సబ్సిడీ వస్తుందా ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90143/IISc_RESPIN_te_D1_90143_522004_M_BANK_904182_90015434.wav	5.71	నేను రాకపోయినా కుటుంబ సభ్యులు ఎవరూ వచ్చిన డిపాజిట్ చేసిన డబ్బులు ఇస్తారా ?	నేను రాగు పోయినా కుటుంబ సర్టిఫికేట్లు ఇవ్వచ్చు నాటి పోయి చేసిన డబ్బులు ఇస్తారా ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90143/IISc_RESPIN_te_D1_90143_522004_M_AGRI_903869_90015471.wav	2.25	టన్నుకి ఎన్ని కిలోగ్రాములు ?	టర్మ్ కి ఎన్ని కిలోగ్రాముల వచ్చాయి ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90143/IISc_RESPIN_te_D1_90143_522004_M_BANK_904566_90015646.wav	4.7	నా యొక్క బ్యాంక్ ఖాతాలో బ్యాలెన్స్ ఎంత ఉందో చెప్పగలరా ?	నా యొక్క బ్యాలెన్స్ ఖాతాలో బ్యాలెన్స్ ఎంత ఉండాలి ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90068/IISc_RESPIN_te_D1_90068_524101_M_BANK_919357_90016038.wav	9.67	డెట్ డైట్ అనే షో రుణ నిర్వహణ ప్రణాళికను సూచించడంలో జనాదరణ పొందింది	బిడ్డాెట్ అనే సౌకర్యాలు కూనా దరకంగా చూసుకుంటున్నావ్ జిల్లా జనాలు , శరీరం
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90068/IISc_RESPIN_te_D1_90068_524101_M_BANK_900537_90016039.wav	7.45	తప్పుడులెక్కలతో కట్టాల్సిన దానికన్నా తక్కువ మొత్తాన్ని పన్నుగా చెల్లించడం చట్టవిరుద్ధమే	తప్పులే కలుపు కార్చిన దానికన్నా పప్పు మొత్తంలో చెల్లించడం చట్టం సట్టం సట్టం సెప్పెదిద్నా
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90068/IISc_RESPIN_te_D1_90068_524101_M_AGRI_900587_90016048.wav	9.8	వేసిన పంటనే ఎక్కువ దిగుబడి కోసం మళ్ళీ మళ్ళీ యేత్తే పంటలో నాణ్యతతో బాటు భూమిలో సారం తగ్గిపోతది	వేసిన పన్ను ఎప్పుడు పొదుపు ఫ్రూసము ఏత్తే పంటలో నానెట్లో బాటు గూగుల్ లో సారం పట్టింపు పోతారు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90166/IISc_RESPIN_te_D1_90166_522616_F_BANK_904443_90016474.wav	5.36	నా అకౌంట్లో సర్వీస్ ఛార్జి లు ఎందుకు కట్ అవుతున్నాయి ?	నా అకౌంట్ లో సాల విస్తాన్నాయి లో ఎందుకు కట్టొచ్చు ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90166/IISc_RESPIN_te_D1_90166_522616_F_AGRI_904033_90016503.wav	5.51	వ్యవసాయ ట్రాక్టర్ కొనుగోలుద్వారా ఆర్ధికంగా ఉపయోగం ఉంటుందా ?	వ్యవసాయ ట్రాక్టర్ కొనుగోలు దారా ఆధీకంగా ఉంటుందా ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90166/IISc_RESPIN_te_D1_90166_522616_F_BANK_904558_90016517.wav	4.41	నా బ్యాంక్ ఖాతాకి నా యొక్క ఆధార్ నంబర్ లింక్ చెయ్యండి ?	టబ్ బేంకాగ్ ఖాతా కి నా యొక్క ఆధార్ నెంబర్ ఏంది
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90174/IISc_RESPIN_te_D1_90174_522412_F_BANK_902226_90017353.wav	6.6	పెద్ద పెద్ద హైవేల పైన వెళ్తున్నప్పుడు కొన్ని టోలు గేటులుంటాయని మా మేష్టారు చెప్పారు	పెద్ద పెద్ద హైవేల పైన వెళ్తున్నప్పుడు పొన్ని టోలు గేటులుంటాయని మా నెంబర్ అవసరాలు చెప్పేరు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90174/IISc_RESPIN_te_D1_90174_522412_F_BANK_902586_90017367.wav	6.37	తక్కువ ఖర్చుతో చానా సౌకర్యవంతమైన ఇంటర్నెట్ బ్యాంకుని సులువుగా నిర్వహిత్తారు	తక్కువ ఖర్చుతో చానా సౌకర్యాలుంటాయి వెంటనే పిర్యాదు నెట్ బ్యాంకింగ్ సులువుగా నిర్వహిత్తారు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90174/IISc_RESPIN_te_D1_90174_522412_F_BANK_902299_90017470.wav	6.22	బహిరంగ మార్కెట్లో అన్ని అవసరాల కోసరం ఆర్బిఐ లో డబ్బుల్ని సృష్టిత్తారు	బెనిమిడమే స్త్రాక్టరో అనే అవసరమయ్యే ఆర్బీఐలో డబ్బులు ఏసేత్తారు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90174/IISc_RESPIN_te_D1_90174_522412_F_BANK_902354_90017534.wav	7.67	మ్యూచువల్ ఫండ్లలో గనక మనం డబ్బుని ఇన్వెస్ట్ చేస్తే తక్కువలో తక్కువ రూపాయి వడ్డీ వత్తదంట	మ్యూచువల్ ఫండ్లలో కనకమైన డబ్బులు ఇన్వెస్ట్ చేస్తే తక్కువలో తక్కువ రూపాయి వడ్డీ వస్తదంటాండ్రు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90174/IISc_RESPIN_te_D1_90174_522412_F_BANK_904694_90017625.wav	3.04	నా కరెంటు బిల్లు ఎలా చెల్లించాలి ?	నా పెద్ద బ్యేలయినా చెల్లించాలి
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90174/IISc_RESPIN_te_D1_90174_522412_F_BANK_904227_90017629.wav	3.46	సబ్సిడీ లోన్స్ కుటుంబంలో అందరికీ వస్తాయా ?	సబ్సిడీ లోన్లు అంటటికీ వస్తావా వస్తావా
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90174/IISc_RESPIN_te_D1_90174_522412_F_AGRI_903821_90017930.wav	4.07	దిగుబడి బాగా వస్తుందా కషాయాలు వాడటం వలన ?	దిగుబడి బాగా వస్తుందా కానీ అడవులే
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90068/IISc_RESPIN_te_D1_90068_524101_M_AGRI_903046_90018163.wav	7.91	మా ఇంట్లో మేము చిన్నప్పుడు చదువుకునేటప్పుడు చాలా పెద్ద కరివేపాకు చెట్టు ఉండేది	మా యింట్లో మీరు చెన్నప్పుడు సులువు గురైటకు చాలా పెద్ద కార్యకలాపి సెట్టు ఉండేది
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90068/IISc_RESPIN_te_D1_90068_524101_M_BANK_902233_90018165.wav	8.9	ఎప్పుడ్నుంచో బంగారం కొనమని మా అమ్మ అడుగుతుంది ధరలు కొంచెం తగ్గితే యీ సారి కొనాల	ఎప్పుడొచ్చు పండారో కొనుమొన్న అడుగుతుంటే బర్రలపొంచుకుంటాం పక్కింటికి ఈసారి కొనల
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90068/IISc_RESPIN_te_D1_90068_524101_M_BANK_904703_90018413.wav	3.61	సామాజిక రంగ పథకాలు అంటే ఏమిటి ?	సామాజిక రంగ పథకాలు ఉంటాయి
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90068/IISc_RESPIN_te_D1_90068_524101_M_AGRI_903821_90018444.wav	4.67	దిగుబడి బాగా వస్తుందా కషాయాలు వాడటం వలన ?	దిగుడు బాగా వస్తుందా కష్టాలు అవడం వలన ఏవో లేదో
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D1/90068/IISc_RESPIN_te_D1_90068_524101_M_AGRI_903614_90018994.wav	3.9	ఖరీఫ్ కాలం ఏ నెల నుండి ఏ నెల వరకు ఉంటుంది ?	కరెకుండా ఎండా ఎండలో ఏ నేల బాగా పెరుగుతుంది ?
